X,Y
0.0,0.5889582333769561
0.10101010101010101,2.183209826208851
0.20202020202020202,1.4697230104007524
0.30303030303030304,1.4978447276179825
0.40404040404040403,1.7134955142479795
0.5050505050505051,2.2613107959513283
0.6060606060606061,2.2570642230950386
0.7070707070707071,2.2214459797435024
0.8080808080808081,2.8648172320031753
0.9090909090909091,2.969471622958673
1.0101010101010102,2.0480295684588645
1.1111111111111112,3.908233910238589
1.2121212121212122,2.6893058183154546
1.3131313131313131,3.6102700208393137
1.4141414141414141,3.8913896318965167
1.5151515151515151,3.709129421097287
1.6161616161616161,4.933915267850694
1.7171717171717171,4.2615812800440995
1.8181818181818181,5.3861366034605815
1.9191919191919191,4.3792188466756645
2.0202020202020203,5.152139501159936
2.121212121212121,4.520844877821518
2.2222222222222223,5.118829647044666
2.323232323232323,5.4869608432593
2.4242424242424243,5.773078935277142
2.525252525252525,6.224663345484185
2.6262626262626263,6.702481780953186
2.727272727272727,6.6835284241889115
2.8282828282828283,5.455999772395584
2.929292929292929,7.7876089797170716
3.0303030303030303,6.549638407009625
3.131313131313131,7.4047995647680604
3.2323232323232323,6.5732217940600846
3.3333333333333335,8.896417141511634
3.4343434343434343,8.04684326994875
3.5353535353535355,8.183997741598967
3.6363636363636362,8.453305688910168
3.7373737373737375,8.451746704452345
3.8383838383838382,7.323105817197628
3.9393939393939394,8.74774051666254
4.040404040404041,9.137006150123169
4.141414141414141,9.203346140729447
4.242424242424242,9.781002509670385
4.343434343434343,9.832043518322013
4.444444444444445,9.165915202378049
4.545454545454545,10.038817744344025
4.646464646464646,9.686730540005096
4.747474747474747,9.860805741492534
4.848484848484849,10.648158271392589
4.94949494949495,10.213106404402684
5.05050505050505,11.316738636401592
5.151515151515151,11.443878380842351
5.252525252525253,11.56775909434986
5.353535353535354,11.38314559526339
5.454545454545454,11.283402663772499
5.555555555555555,11.800385164742023
5.656565656565657,12.46936500134167
5.757575757575758,13.56149150620584
5.858585858585858,11.857062957467996
5.959595959595959,12.427263669694579
6.0606060606060606,12.799144159129828
6.161616161616162,13.040558341692142
6.262626262626262,13.17950603888875
6.363636363636363,13.620313227905156
6.4646464646464645,13.346987863521557
6.565656565656566,14.511349660325767
6.666666666666667,15.220479389827268
6.767676767676767,14.101573323247308
6.8686868686868685,14.719989435896288
6.96969696969697,14.747300474366634
7.070707070707071,14.593779501680178
7.171717171717171,15.544102144086663
7.2727272727272725,16.356884865003966
7.373737373737374,16.38124021417681
7.474747474747475,15.507344555070977
7.575757575757575,17.080942407957366
7.6767676767676765,15.414716146008521
7.777777777777778,17.618250352623456
7.878787878787879,16.17644063644994
7.979797979797979,17.157428557464748
8.080808080808081,17.44159723547888
8.181818181818182,17.692185856335918
8.282828282828282,16.990100402549437
8.383838383838384,16.913106820730775
8.484848484848484,17.498293027372547
8.585858585858587,18.659350833158246
8.686868686868687,19.107123994143546
8.787878787878787,19.226205142636235
8.88888888888889,18.852569509874108
8.98989898989899,19.4011453392567
9.09090909090909,19.30512752097681
9.191919191919192,19.33672082988388
9.292929292929292,19.670701610576284
9.393939393939394,18.859944913106332
9.494949494949495,20.304019472234163
9.595959595959595,20.665801721306845
9.696969696969697,20.896458346240475
9.797979797979798,21.143350978919827
9.8989898989899,21.373542951760804
10.0,20.490205273619615
